head,relation,tail,mode
n03017070,_hyponym,n03836062,train
n04519153,_hypernym,n03096960,train
n07765728,_part_of,n12639168,train
n00007846,_hyponym,n09621232,train
n01674464,_hyponym,n01684133,train
n04295881,_hyponym,n02704949,train
n12117695,_hypernym,n12135898,train
n02740764,_hyponym,n03005619,train
n02223266,_hypernym,n02159955,train
n01811909,_hyponym,n01814370,train
n00007846,_hyponym,n09763784,train
n12285900,_hypernym,n12284262,train
n01321854,_hyponym,n02412440,train
n12342299,_hypernym,n12205694,train
n12041446,_hyponym,n12080395,train
n11832480,_has_part,n07719839,train
n12635744,_hyponym,n12635955,train
n11894327,_hypernym,n11868814,train
n12847008,_hypernym,n12205694,train
n10040945,_hypernym,n09767197,train
n02729837,_hyponym,n03251766,train
n01674464,_hyponym,n01693783,train
n03546340,_hyponym,n04031884,train
n15091473,_hypernym,n15090742,train
n02298541,_hyponym,n02299378,train
n11931918,_hyponym,n11932745,train
n01484097,_hypernym,n01483522,train
n12405714,_hyponym,n12408280,train
n11669921,_hyponym,n12475035,train
n07803310,_part_of,n12601494,train
n03051540,_hyponym,n03815482,train
n10277912,_hypernym,n10794014,train
n01627424,_hyponym,n01655344,train
n01480516,_hyponym,n01482071,train
n03686130,_hyponym,n03500557,train
n04043411,_has_part,n04043733,train
n01883513,_hypernym,n01874434,train
n07722052,_hypernym,n07721325,train
n03430551,_hyponym,n02833793,train
n04511002,_hypernym,n03297735,train
n03838899,_hypernym,n03228016,train
n03024064,_part_of,n03004824,train
n13104059,_hyponym,n11764478,train
n04100174,_hypernym,n03563967,train
n03748162,_hyponym,n03722288,train
n10643937,_hypernym,n09821831,train
n07749446,_hypernym,n07747055,train
n02373336,_hypernym,n02370806,train
n02774152,_has_part,n03038281,train
n00007846,_hyponym,n09610255,train
n09472597,_hypernym,n09359803,train
n02658079,_hypernym,n02657368,train
n02932523,_member_holonym,n03394480,train
n07774842,_part_of,n11609684,train
n03510583,_hyponym,n02691156,train
n03419014,_has_part,n04236377,train
n12650556,_hypernym,n12641413,train
n03094503,_hyponym,n02773037,train
n02011281,_hypernym,n02008041,train
n12321873,_hypernym,n12320010,train
n09613191,_hyponym,n09820263,train
n04194289,_hyponym,n04309348,train
n12651821,_hyponym,n12633638,train
n12205694,_hyponym,n12637485,train
n04330340,_hyponym,n03102371,train
n00021265,_hyponym,n07570720,train
n07802417,_hypernym,n07566340,train
n02196344,_hypernym,n02188699,train
n03538037,_hypernym,n03472232,train
n03318294,_hypernym,n03665366,train
n04407435,_hypernym,n03953416,train
n01321579,_hyponym,n01613615,train
n03521076,_part_of,n04371979,train
n07889510,_hyponym,n07889814,train
n02087122,_hypernym,n02084071,train
n12464476,_hypernym,n12425281,train
n01639765,_hyponym,n01653773,train
n05449959,_hyponym,n05451384,train
n01880152,_hypernym,n01877134,train
n03323703,_hyponym,n03627232,train
n11947251,_hyponym,n11948264,train
n02896442,_hyponym,n02910864,train
n04350905,_hyponym,n02925519,train
n05245192,_part_of,n05238282,train
n10694258,_hyponym,n09990777,train
n09804230,_hypernym,n00007846,train
n07904395,_hypernym,n07901587,train
n07923748,_hypernym,n07566340,train
n09217230,_part_of,n09433442,train
n02599557,_hypernym,n02599052,train
n03791235,_hyponym,n04490091,train
n09466678,_hypernym,n09206985,train
n07800091,_hyponym,n07805254,train
n07570720,_hyponym,n07803992,train
n12028424,_hypernym,n12205694,train
n10055847,_hyponym,n09850974,train
n12105125,_hypernym,n12102133,train
n02801525,_hyponym,n04553703,train
n03710721,_hypernym,n04371563,train
n11940006,_hypernym,n13118707,train
n09725229,_hyponym,n09696585,train
n01889074,_hyponym,n01889520,train
n13177884,_hypernym,n13177529,train
n02519862,_hypernym,n02519686,train
n12743823,_hypernym,n12188289,train
n11669921,_hyponym,n11805956,train
n03836062,_hypernym,n03017070,train
n11707229,_hypernym,n11703669,train
n02658079,_hyponym,n02658531,train
n00007846,_hyponym,n09843602,train
n04517823,_hypernym,n03528263,train
n00015388,_hyponym,n01908958,train
n03614532,_hyponym,n02672831,train
n03208556,_hyponym,n02675077,train
n01696633,_hyponym,n01698434,train
n02066245,_hypernym,n02063224,train
n02934168,_hyponym,n03331599,train
n05244934,_part_of,n05238282,train
n03393017,_hypernym,n04018399,train
n11849467,_part_of,n11849271,train
n12155583,_hypernym,n13122364,train
n03571439,_hypernym,n02729965,train
n04072551,_hypernym,n04333129,train
n02625612,_hyponym,n02626265,train
n02021795,_hyponym,n02051474,train
n03079741,_hyponym,n03696065,train
n04269086,_synset_domain_topic_of,n02958343,train
n11984144,_hypernym,n13085113,train
n01800424,_hypernym,n01789386,train
n01615458,_hypernym,n01615121,train
n04226322,_hypernym,n02887209,train
n09608709,_hyponym,n10407954,train
n03336839,_has_part,n03474896,train
n02727825,_hypernym,n03294048,train
n00007846,_member_holonym,n07942152,train
n03091374,_hyponym,n03522863,train
n02648625,_hypernym,n02642107,train
n01810700,_hyponym,n01811909,train
n09821831,_hyponym,n09874862,train
n03679712,_hypernym,n04105893,train
n07733847,_part_of,n11828577,train
n03812924,_hyponym,n03344935,train
n02851099,_hyponym,n03151077,train
n11877473,_hyponym,n11877646,train
n09910222,_derivationally_related_form,n03009269,train
n03636248,_hypernym,n04263760,train
n01321854,_hyponym,n02395694,train
n04359589,_hyponym,n04161358,train
n13104059,_hyponym,n13107891,train
n04147495,_hypernym,n03574816,train
n02237581,_hypernym,n02237424,train
n04285146,_hyponym,n04275661,train
n01887896,_member_holonym,n02402425,train
n03708036,_hyponym,n03707766,train
n02406749,_hypernym,n02406174,train
n11669921,_hyponym,n11793779,train
n03996145,_hyponym,n03034663,train
n07679356,_hyponym,n07681450,train
n02480153,_hypernym,n02470899,train
n12507379,_hypernym,n13100677,train
n09631129,_hypernym,n00007846,train
n01874434,_hyponym,n01881171,train
n01621127,_hyponym,n01622120,train
n04568069,_hypernym,n03736970,train
n02083346,_hyponym,n02084071,train
n02659478,_hypernym,n02658079,train
n02333546,_hypernym,n02331046,train
n07813107,_hypernym,n07809368,train
n03077616,_hypernym,n03679712,train
n03665366,_hyponym,n03318294,train
n12854600,_has_part,n07818689,train
n04309049,_part_of,n04310018,train
n02370806,_hyponym,n02373336,train
n02188699,_hypernym,n02159955,train
n15090742,_hyponym,n14973585,train
n00480993,_member_of_domain_topic,n02802721,train
n04348359,_hypernym,n02727825,train
n03473227,_hypernym,n04110955,train
n11669921,_hyponym,n11978233,train
n04965661,_hypernym,n04959672,train
n04275661,_hyponym,n03126385,train
n04044498,_hypernym,n04401088,train
n01466257,_hyponym,n01471682,train
n07816296,_hypernym,n07811416,train
n00007846,_hyponym,n10308066,train
n03075097,_hypernym,n04451818,train
n04576211,_hyponym,n03538634,train
n01621635,_hypernym,n01621127,train
n12887713,_hypernym,n11672400,train
n03725035,_hyponym,n03314378,train
n03844045,_has_part,n04581829,train
n02801525,_hypernym,n04531098,train
n11545714,_hyponym,n13192625,train
n07809368,_hyponym,n07813717,train
n03665366,_hyponym,n04418644,train
n01525720,_hypernym,n01524359,train
n03181293,_part_of,n04043733,train
n03610682,_hypernym,n02954340,train
n07755929,_part_of,n12164656,train
n03054901,_part_of,n04472243,train
n09999135,_hypernym,n10009671,train
n04414476,_hypernym,n03309808,train
n04105893,_hyponym,n03038685,train
n10191388,_hypernym,n09774783,train
n02402175,_hyponym,n02405101,train
n12421467,_hypernym,n13134302,train
n04037443,_hypernym,n02958343,train
n02408429,_hypernym,n02407959,train
n12205694,_hyponym,n12443323,train
n02835915,_hypernym,n04161358,train
n02415577,_hypernym,n02415435,train
n03665366,_hyponym,n02852173,train
n02768433,_hypernym,n03091374,train
n02149420,_hypernym,n02141306,train
n10791115,_hypernym,n09632518,train
n04577769,_hypernym,n03574816,train
n04447443,_hyponym,n03113152,train
n02167151,_hypernym,n02164464,train
n03773035,_hyponym,n02965783,train
n14977188,_hypernym,n14977504,train
n03595860,_has_part,n03596285,train
n03791235,_has_part,n03103128,train
n02328429,_hyponym,n02328942,train
n03679384,_hyponym,n03763727,train
n03043274,_hypernym,n03739518,train
n12446200,_hyponym,n12447581,train
n07811416,_hyponym,n07817315,train
n13108841,_hyponym,n11656123,train
n11902709,_hypernym,n12205694,train
n03928116,_has_part,n03928814,train
n00007846,_hyponym,n10162194,train
n03327691,_hypernym,n04373894,train
n09771435,_hypernym,n09622302,train
n11620673,_hypernym,n13108841,train
n02624167,_hyponym,n02625612,train
n03471779,_part_of,n04411264,train
n01323781,_hypernym,n00015388,train
n02159955,_hyponym,n02263378,train
n04081281,_hyponym,n02935658,train
n03596285,_has_part,n04111668,train
n07709333,_hypernym,n07707451,train
n02727825,_hyponym,n03834040,train
n03654576,_part_of,n04489008,train
n04391838,_hyponym,n02757810,train
n02958343,_has_part,n02963821,train
n04531098,_hyponym,n03593526,train
n12582231,_hyponym,n12583126,train
n07763792,_part_of,n12629666,train
n09632518,_hyponym,n10588724,train
n02773838,_hyponym,n04570815,train
n01601694,_hypernym,n01525720,train
n04216963,_part_of,n04365484,train
n02268443,_hypernym,n02268148,train
n02789487,_hypernym,n03116530,train
n12284262,_hyponym,n12285900,train
n10792335,_hypernym,n09771435,train
n04118021,_hypernym,n03405265,train
n03804744,_has_part,n04184095,train
n07730855,_part_of,n11953038,train
n03001627,_hyponym,n03376595,train
n07594840,_hypernym,n07557165,train
n02534734,_hyponym,n02536864,train
n09945319,_hyponym,n09863936,train
n00523513,_hyponym,n00445351,train
n03940256,_has_part,n03501288,train
n00007846,_hyponym,n10138369,train
n10720453,_hyponym,n10657835,train
n05238282,_has_part,n13905792,train
n04313220,_hyponym,n03512911,train
n10734963,_derivationally_related_form,n03249569,train
n02563182,_hypernym,n02562315,train
n11643835,_hyponym,n11644226,train
n01886756,_hyponym,n02075296,train
n03544360,_has_part,n03984381,train
n02578454,_hypernym,n02578233,train
n12928071,_hyponym,n12928491,train
n07907943,_hyponym,n07908411,train
n03915437,_hyponym,n02869249,train
n12135898,_hyponym,n12118414,train
n12333053,_hypernym,n12651821,train
n12595964,_hypernym,n12582231,train
n10097842,_hypernym,n09815790,train
n07818995,_hypernym,n07811416,train
n04524313,_has_part,n04281375,train
n03841666,_hyponym,n02885882,train
n02828427,_hypernym,n03309808,train
n00007846,_hyponym,n10074841,train
n03387323,_hypernym,n04508163,train
n12102133,_hyponym,n12130549,train
n10659762,_hypernym,n00007846,train
n04105893,_hyponym,n04329477,train
n02785648,_hyponym,n04369025,train
n12724942,_hyponym,n12730370,train
n03274561,_hyponym,n02971940,train
n02164464,_hyponym,n02169497,train
n09629246,_hyponym,n09857007,train
n02886599,_hyponym,n03471779,train
n03936269,_hypernym,n03073977,train
n04105893,_hyponym,n02991302,train
n03251533,_hypernym,n03216828,train
n02127808,_hyponym,n02128757,train
n11672400,_hyponym,n12015959,train
n00007846,_hyponym,n10781236,train
n11608250,_hyponym,n11617631,train
n11658331,_hypernym,n13108841,train
n10104756,_hypernym,n10078806,train
n02607072,_hypernym,n02606384,train
n04014297,_hyponym,n04105068,train
n12159055,_has_part,n07715721,train
n10641223,_hypernym,n09917593,train
n12840749,_hypernym,n12205694,train
n10009484,_hyponym,n10611613,train
n02269340,_hypernym,n02269196,train
n09348460,_part_of,n09403734,train
n04581595,_hyponym,n03726233,train
n04574999,_hyponym,n04101701,train
n02075296,_hyponym,n02083346,train
n02738741,_hypernym,n03513376,train
n03623556,_hyponym,n04364827,train
n04283378,_part_of,n04543772,train
n12205694,_hyponym,n12029039,train
n01471682,_hyponym,n01473806,train
n03928116,_has_part,n04367011,train
n12793695,_hypernym,n12793015,train
n07705931,_hyponym,n07747055,train
n03600285,_part_of,n03474167,train
n03489162,_hyponym,n03455355,train
n12651821,_hyponym,n12766043,train
n02403003,_hypernym,n02402425,train
n12685431,_hyponym,n12687957,train
n13138658,_derivationally_related_form,n13138308,train
n02231052,_hypernym,n02159955,train
n01770795,_hypernym,n01769347,train
n03839795,_hyponym,n03501152,train
n01909422,_hyponym,n01914163,train
n01771417,_hypernym,n01769347,train
n01909422,_hyponym,n01910252,train
n04151940,_hypernym,n03122748,train
n10037080,_hypernym,n10034201,train
n01578575,_hypernym,n01525720,train
n12785724,_hyponym,n12786464,train
n10266848,_hypernym,n10402824,train
n03351979,_has_part,n04067472,train
n03513376,_hypernym,n02740764,train
n02866578,_hyponym,n02753044,train
n09366317,_hypernym,n09287968,train
n01886756,_hyponym,n01887474,train
n12641413,_hyponym,n12649065,train
n03903868,_part_of,n03073977,train
n03073977,_part_of,n04407686,train
n01886756,_hyponym,n02453611,train
n09620078,_hyponym,n09867154,train
n03343853,_has_part,n04216963,train
n07742704,_hyponym,n07743224,train
n02159955,_hyponym,n02226183,train
n03733925,_hyponym,n02939866,train
n13863186,_hyponym,n13866144,train
n02773037,_hyponym,n03993180,train
n03111690,_hyponym,n03592245,train
n12574470,_has_part,n07818133,train
n01676755,_hypernym,n01674464,train
n11953038,_hypernym,n12205694,train
n12724942,_hyponym,n12729315,train
n02311060,_hyponym,n02200509,train
n12857779,_hypernym,n12205694,train
n04216963,_hypernym,n03852280,train
n03194812,_hypernym,n03851341,train
n10200781,_hyponym,n09853881,train
n03654826,_hypernym,n04359589,train
n02913152,_hyponym,n03542333,train
n10299250,_hyponym,n10500942,train
n04012084,_hypernym,n02691156,train
n07731587,_hyponym,n07731767,train
n02236896,_hyponym,n02240517,train
n04373894,_hyponym,n03327691,train
n02488291,_hypernym,n02484473,train
n01604330,_hyponym,n01605630,train
n03051540,_hyponym,n04241249,train
n09632518,_hyponym,n10768903,train
n12710577,_hypernym,n12709901,train
n03979377,_hypernym,n03309808,train
n07734017,_hypernym,n07710007,train
n11807696,_hypernym,n11807108,train
n01389507,_hyponym,n01395254,train
n07651025,_hypernym,n07570720,train
n01848976,_hypernym,n01846331,train
n03094503,_hyponym,n04284002,train
n12205694,_hyponym,n12812235,train
n12729521,_hypernym,n12724942,train
n04341686,_hypernym,n00021939,train
n10240082,_hypernym,n00007846,train
n04051549,_hypernym,n03566329,train
n02924116,_member_of_domain_topic,n10403876,train
n04590746,_part_of,n03791235,train
n00445055,_hypernym,n00441824,train
n12969131,_hyponym,n12969927,train
n10311661,_hypernym,n10787470,train
n02742322,_hypernym,n03051540,train
n13104059,_hyponym,n12495146,train
n11771924,_hypernym,n11771539,train
n01694709,_hyponym,n01695060,train
n10782471,_synset_domain_topic_of,n00468480,train
n01855032,_hypernym,n01854415,train
n04561422,_has_part,n04563204,train
n04605726,_hyponym,n03958752,train
n00015388,_hyponym,n01316949,train
n04069276,_hypernym,n03183080,train
n03663531,_hyponym,n03662887,train
n12002428,_hypernym,n12205694,train
n02127808,_hyponym,n02129165,train
n03738472,_hyponym,n03102859,train
n12475035,_hyponym,n12475242,train
n13137409,_hypernym,n13134947,train
n04246855,_hypernym,n03895866,train
n07717070,_hypernym,n07715561,train
n03276179,_hypernym,n03705379,train
n04079244,_hypernym,n03544360,train
n10080869,_hyponym,n09988063,train
n02084071,_hypernym,n02083346,train
n04400499,_hypernym,n02727825,train
n04576211,_hypernym,n03094503,train
n12320010,_hyponym,n12320806,train
n00464651,_hypernym,n00463246,train
n02973017,_hypernym,n04359335,train
n02686568,_hypernym,n03125870,train
n02997607,_hypernym,n04516672,train
n04330340,_hyponym,n03991202,train
n10321126,_hypernym,n09983572,train
n04495051,_hypernym,n02883344,train
n12205694,_hyponym,n11890022,train
n01930112,_hyponym,n01930852,train
n13100677,_hyponym,n12087961,train
n03684823,_hyponym,n04310018,train
n10403876,_synset_domain_topic_of,n02691156,train
n03357716,_hypernym,n02688443,train
n03127925,_hypernym,n02883344,train
n02402010,_hyponym,n02402425,train
n02309337,_hyponym,n02300797,train
n03402941,_hypernym,n03785499,train
n12205694,_hyponym,n12353754,train
n09636339,_hypernym,n00007846,train
n07718472,_hypernym,n07707451,train
n01322685,_hypernym,n01321854,train
n03316406,_hyponym,n02950018,train
n03028079,_hypernym,n03953416,train
n09834699,_hypernym,n09989502,train
n01483522,_hypernym,n01482330,train
n04516354,_hypernym,n02958343,train
n07809368,_hyponym,n07818572,train
n10699752,_hypernym,n00007846,train
n13135832,_hyponym,n13136316,train
n11991263,_hyponym,n11991777,train
n12766595,_hypernym,n13100156,train
n03426574,_part_of,n03321103,train
n13104059,_hyponym,n11762433,train
n12992868,_hypernym,n00004475,train
n02159955,_hyponym,n02268148,train
n12634986,_hypernym,n12634211,train
n03880129,_hypernym,n04532106,train
n03483316,_hypernym,n02855089,train
n02347744,_hypernym,n02346627,train
n07710616,_hypernym,n07710283,train
n03788601,_part_of,n03788498,train
n00007846,_hyponym,n10522759,train
n11807108,_hypernym,n12205694,train
n09843602,_hypernym,n00007846,train
n03309808,_hyponym,n04599235,train
n03545150,_hypernym,n02913152,train
n07736813,_part_of,n11786539,train
n12261808,_hypernym,n12260799,train
n12947544,_hypernym,n12946849,train
n01905661,_hyponym,n02316707,train
n02574271,_hypernym,n02554730,train
n01804478,_hypernym,n01806567,train
n01852861,_hyponym,n01853498,train
n13125117,_hyponym,n12927013,train
n04270147,_has_part,n02848216,train
n01737021,_hyponym,n01737472,train
n04161358,_part_of,n04161981,train
n07573696,_hyponym,n07578093,train
